name,status,taxa,state_count
"Brindabella Midge-orchid, Ectopic Midge-orchid",Critically Endangered,Plants,1
Firth's Midge-orchid,Critically Endangered,Plants,1
"Wyong Midge Orchid 1, Variable Midge Orchid 1",Critically Endangered,Plants,1
Tuncurry Midge Orchid,Critically Endangered,Plants,1
Wyong Midge Orchid 2,Critically Endangered,Plants,1
"Toothed Helmet-orchid, Finniss Helmet-orchid",Vulnerable,Plants,1
Small Helmet-orchid,Vulnerable,Plants,1
Grooved Helmet-orchid,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
Yellowjacket,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Glen Geddes Bloodwood,Vulnerable,Plants,1
Glenugie Karaka,Vulnerable,Plants,1
Cossinia,Endangered,Plants,1
Preminghana Billybutton,Endangered,Plants,1
Dalhousie Hardyhead,Critically Endangered,Fish,1
Murray Hardyhead,Endangered,Fish,3
-,Endangered,Plants,1
Sloane's Froglet,Endangered,Frogs,2
Christmas Island Shrew,Critically Endangered,Mammals,0
Bahrs Scrub Croton,Critically Endangered,Plants,1
"Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink",Critically Endangered,Reptiles,0
Arafura Snake-eyed Skink,Endangered,Reptiles,1
"Stinking Cryptocarya, Stinking Laurel",Vulnerable,Plants,2
Leafless Tongue-orchid,Vulnerable,Plants,3
Yinnietharra Rock-Dragon,Vulnerable,Reptiles,1
-,Vulnerable,Plants,1
Lancelin Island Skink,Vulnerable,Reptiles,1
Gravel Downs Ctenotus,Critically Endangered,Reptiles,1
Hamelin Ctenotus,Vulnerable,Reptiles,1
Wedge-leaf Tuckeroo,Vulnerable,Plants,1
Boonah Tuckeroo,Vulnerable,Plants,1
"Norfolk Island Green Parrot, Tasman Parakeet, Norfolk Island Parakeet",Endangered,Birds,0
"Macquarie Island Red-fronted Parakeet, Red-crowned Parakeet (Macquarie Island)",Extinct,Birds,1
"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",Extinct,Birds,1
a tree-fern,Endangered,Plants,1
a cycad,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
a cycad,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Alpine She-oak Skink,Endangered,Reptiles,2
a shrub,Vulnerable,Plants,1
Coxen's Fig-Parrot,Critically Endangered,Birds,2
White-flowered Wax Plant,Endangered,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,2
-,Endangered,Plants,1
Christmas Island Giant Gecko,Endangered,Reptiles,0
Bonville Leafless Orchid,Critically Endangered,Plants,1
Illawarra Socketwood,Endangered,Plants,1
Fine-leaved Darwinia,Endangered,Plants,1
Scarp Darwinia,Endangered,Plants,1
-,Vulnerable,Plants,1
"Mogumber Bell, Narrogin Bell",Endangered,Plants,1
Chapman's Bell,Endangered,Plants,1
Yellow Mountain Bell,Critically Endangered,Plants,1
Scott River Darwinia,Endangered,Plants,1
Muchea Bell,Critically Endangered,Plants,1
Mason's Darwinia,Vulnerable,Plants,1
Cranbrook Bell,Vulnerable,Plants,1
"Success Bell, Red Mountain Bell",Vulnerable,Plants,1
Gillam's Bell,Endangered,Plants,1
Harlequin Bell,Endangered,Plants,1
"Fringed Mountain Bell, Pink Mountain Bell",Vulnerable,Plants,1
Abba Bell,Endangered,Plants,1
Wittwer's Mountain Bell,Endangered,Plants,1
Native Foxglove,Critically Endangered,Plants,1
Eastern Bristlebird,Endangered,Birds,3
"Rufous Bristlebird (western), South-western Rufous Bristlebird",Extinct,Birds,1
Western Bristlebird,Endangered,Birds,1
"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat",Endangered,Mammals,3
"Chuditch, Western Quoll",Vulnerable,Mammals,7
"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",Endangered,Mammals,3
"Spotted-tailed Quoll (North Queensland), Yarri",Endangered,Mammals,1
"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",Endangered,Mammals,5
"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",Vulnerable,Mammals,1
"Eastern Quoll, Luaner",Endangered,Mammals,5
Davidson's Plum,Endangered,Plants,1
"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Endangered,Plants,2
Three Springs Daviesia,Endangered,Plants,1
Cunderdin Daviesia,Endangered,Plants,1
Diels' Daviesia,Endangered,Plants,1
-,Vulnerable,Plants,1
Long-leaved Daviesia,Vulnerable,Plants,1
Wongan Cactus,Endangered,Plants,1
Maroon-flowered Daviesia,Critically Endangered,Plants,1
Grampians Bitter-pea,Vulnerable,Plants,1
Long-sepalled Daviesia,Endangered,Plants,1
Norseman Pea,Endangered,Plants,1
Paddle-leaf Daviesia,Endangered,Plants,1
Broad-leaf Daviesia,Critically Endangered,Plants,1
Stirling Range Daviesia,Critically Endangered,Plants,1
Beautiful Daviesia,Endangered,Plants,1
Struck Oil Myrtle,Critically Endangered,Plants,1
"Striped Legless Lizard, Striped Snake-lizard",Vulnerable,Reptiles,4
"Atherton Delma, Legless Lizard",Vulnerable,Reptiles,1
"Adorned Delma, Collared Delma",Vulnerable,Reptiles,1
Hunter Valley Delma,Endangered,Reptiles,1
Antelope Orchid,Endangered,Plants,1
Cooktown Orchid,Vulnerable,Plants,1
Norfolk Island Orchid,Endangered,Plants,0
Chocolate Tea Tree Orchid,Vulnerable,Plants,1
"Dark-stemmed Antler Orchid, Mangrove Orchid",Endangered,Plants,1
an orchid,Endangered,Plants,1
Cauliflower Soft Coral,Endangered,Invertebrates,2
Large-fruited Denhamia,Endangered,Plants,1
Small-leaved Denhamia,Vulnerable,Plants,1
Ornamental Snake,Vulnerable,Reptiles,1
"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Reptiles,7
Thorny Pea,Vulnerable,Plants,1
-,Endangered,Plants,1
"Drummond's Grass, Drummond Grass",Endangered,Plants,1
-,Extinct,Plants,1
Narrow-leaf Bent-grass,Vulnerable,Plants,1
Climbing Bent-grass,Critically Endangered,Plants,1
Skirted Bent-grass,Endangered,Plants,2
Matted Flax-lily,Endangered,Plants,2
King Blue-grass,Endangered,Plants,1
bluegrass,Vulnerable,Plants,2
-,Extinct,Plants,1
-,Endangered,Plants,1
Amsterdam Albatross,Endangered,Birds,5
Antipodean Albatross,Vulnerable,Birds,6
Gibson's Albatross,Vulnerable,Birds,4
Tristan Albatross,Endangered,Birds,2
Southern Royal Albatross,Vulnerable,Birds,6
Wandering Albatross,Vulnerable,Birds,6
Northern Royal Albatross,Endangered,Birds,6
"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,Plants,1
-,Vulnerable,Plants,1
-,Endangered,Plants,1
Small-leaved Tamarind,Endangered,Plants,2
-,Endangered,Plants,1
Bell Flower Hyacinth Orchid,Endangered,Plants,2
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Buttercup Doubletail,Endangered,Plants,1
"Small Golden Moths Orchid, Early Golden Moths",Endangered,Plants,1
-,Extinct,Plants,1
Tall Donkey Orchid,Vulnerable,Plants,1
-,Endangered,Plants,1
"Pale Yellow Doubletail, Wingham Doubletail",Critically Endangered,Plants,1
"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,Plants,1
Snake Orchid,Endangered,Plants,1
Dwarf Bee-orchid,Vulnerable,Plants,1
Pale Golden Moths,Vulnerable,Plants,2
"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Endangered,Plants,1
Newcastle Doubletail,Vulnerable,Plants,1
Purdie's Donkey-orchid,Endangered,Plants,1
"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Vulnerable,Plants,1
Trailing Hop-bush,Vulnerable,Plants,4
Velvet Hopbush,Vulnerable,Plants,1
Peep Hill Hop-bush,Endangered,Plants,1
Kneeling Hammer-orchid,Vulnerable,Plants,1
Late Hammer-orchid,Endangered,Plants,1
"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Endangered,Plants,1
Lonely Hammer-orchid,Endangered,Plants,1
Dwarf Hammer-orchid,Vulnerable,Plants,1
King Island Emu,Extinct,Birds,1
Kangaroo Island Emu,Extinct,Birds,1
"Tasmanian Emu, Emu (Tasmanian)",Extinct,Birds,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Morseby Range Drummondita,Endangered,Plants,1
Peak Charles Drummondita,Vulnerable,Plants,1
"Lord Howe Island Phasmid, Land Lobster",Critically Endangered,Invertebrates,1
Remote Thorny Lignum,Critically Endangered,Plants,1
"Sharkwood, a tree",Vulnerable,Plants,0
"Kaputar Rock Skink, Mt Kaputar Rock Skink",Critically Endangered,Reptiles,1
Yakka Skink,Vulnerable,Reptiles,1
"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Endangered,Reptiles,1
Nightcap Oak,Critically Endangered,Plants,1
-,Endangered,Plants,1
Minyon Quandong,Endangered,Plants,1
Hairy Quandong,Endangered,Plants,1
Mountain Procris,Critically Endangered,Plants,0
Keighery's Eleocharis,Vulnerable,Plants,1
a spike rush,Vulnerable,Plants,2
Dwarf Desert Spike-rush,Vulnerable,Plants,3
a sedge,Vulnerable,Plants,2
"Southern Snapping Turtle, White-throated Snapping Turtle",Critically Endangered,Reptiles,1
"Irwin's Turtle, White-headed Snapping Turtle",Vulnerable,Reptiles,1
Gulf Snapping Turtle,Endangered,Reptiles,2
"Mary River Turtle, Mary River Tortoise",Critically Endangered,Reptiles,1
"Christmas Island Forest Skink, Christmas Island Whiptail-skink",Extinct,Reptiles,0
"Jardine River Turtle, Red-flushed River Turtle",Critically Endangered,Reptiles,1
-,Endangered,Plants,1
"Floyd's Walnut, Crystal Creek Walnut",Endangered,Plants,2
"Rusty Rose Walnut, Velvet Laurel",Vulnerable,Plants,2
Central North Burrowing Crayfish,Endangered,Invertebrates,1
Furneaux Burrowing Crayfish,Endangered,Invertebrates,1
Mount Arthur Burrowing Crayfish,Vulnerable,Invertebrates,1
Scottsdale Burrowing Crayfish,Endangered,Invertebrates,1
Burnie Burrowing Crayfish,Vulnerable,Invertebrates,1
Margaret River Burrowing Crayfish,Critically Endangered,Invertebrates,1
Dunsborough Burrowing Crayfish,Critically Endangered,Invertebrates,1
Walpole Burrowing Crayfish,Endangered,Invertebrates,1
Apsley Heath,Endangered,Plants,1
"Bearded Heath, Freycinet Heath",Endangered,Plants,1
South Esk Heath,Endangered,Plants,1
"Funnel Heath, Smooth Heath",Endangered,Plants,1
"Grand Heath, Tall Heath",Endangered,Plants,1
"Mt Cameron Heath, Granite Heath",Critically Endangered,Plants,1
-,Endangered,Plants,1
"Border Heath, Bordered Heath",Critically Endangered,Plants,1
-,Endangered,Plants,1
"Southport Heath, Stuart's Heath",Critically Endangered,Plants,1
"Pretty Heath, Dan Hill Heath",Endangered,Plants,1
Bog Willow-herb,Vulnerable,Plants,1
"Black Rockcod, Black Cod, Saddled Rockcod",Vulnerable,Fish,3
"Capricorn Yellow Chat, Yellow Chat (Dawson)",Critically Endangered,Birds,1
"Alligator Rivers Yellow Chat, Yellow Chat (Alligator Rivers)",Endangered,Birds,1
-,Endangered,Plants,1
-,Endangered,Plants,1
Fitzgerald Eremophila,Vulnerable,Plants,1
Cumquat Eremophila,Endangered,Plants,1
-,Endangered,Plants,1
-,Critically Endangered,Plants,1
"Koobabbie Eremophila, Koobabbie Poverty Bush",Critically Endangered,Plants,1
Milky Emu Bush,Endangered,Plants,1
Silky Eremophila,Endangered,Plants,1
Pinnate-leaf Eremophila,Endangered,Plants,1
Rainbow Valley Fuchsia Bush,Vulnerable,Plants,1
Resinous Eremophila,Endangered,Plants,1
Beaked Eremophila,Critically Endangered,Plants,1
Rough Emu Bush,Endangered,Plants,1
-,Critically Endangered,Plants,1
Lake King Eremophila,Endangered,Plants,1
Wongan Eremophila,Endangered,Plants,1
Resinous Poverty Bush,Vulnerable,Plants,1
Whorled Eremophila,Endangered,Plants,1
"Campion Eremophila, Green-flowered Emu bush",Endangered,Plants,1
Varnish Bush,Endangered,Plants,1
Hawksbill Turtle,Vulnerable,Reptiles,4
"Austral Pipewort, Southern Pipewort",Endangered,Plants,3
"Salt Pipewort, Button Grass",Endangered,Plants,3
Blue Devil,Endangered,Plants,1
Red Goshawk,Endangered,Birds,4
-,Vulnerable,Plants,1
Gouldian Finch,Endangered,Birds,3
"Narrow Euastacus, Slender Dwarf Crayfish, Narrow Dwarf Crayfish",Critically Endangered,Invertebrates,1
Murray Crayfish,Vulnerable,Invertebrates,3
Balan Spiny Crayfish,Endangered,Invertebrates,1
"Bidhawal Crayfish, Bidawal Crayfish, East Gippsland Spiny Crayfish",Endangered,Invertebrates,2
Mt Elliot Crayfish,Critically Endangered,Invertebrates,1
Embezee's Crayfish,Critically Endangered,Invertebrates,1
"Glenelg Spiny Freshwater Crayfish, Pricklyback",Endangered,Invertebrates,2
"Ellen Clark's Crayfish, Clark's Crayfish",Endangered,Invertebrates,1
Mud Gully Crayfish,Critically Endangered,Invertebrates,2
Fitzroy Falls Spiny Crayfish,Critically Endangered,Invertebrates,1
Orbost Spiny Crayfish,Endangered,Invertebrates,1
Eungella Spiny Crayfish,Endangered,Invertebrates,1
"Flecker's Crayfish, Red and Blue Spiny Crayfish",Endangered,Invertebrates,1
"Gamilaroi Crayfish, Gamilaroi Spiny Crayfish, Hanging Rock Crayfish",Endangered,Invertebrates,1
Smooth Crayfish,Endangered,Invertebrates,1
"Bloodclaw Crayfish, Blood Crayfish",Endangered,Invertebrates,1
Swollen Crayfish,Critically Endangered,Invertebrates,1
Tianjara Crayfish,Critically Endangered,Invertebrates,1
Conondale Spiny Crayfish,Endangered,Invertebrates,1
Blue-black Crayfish,Critically Endangered,Invertebrates,1
Jagara Hairy Crayfish,Critically Endangered,Invertebrates,1
Terrestrial Crayfish,Endangered,Invertebrates,1
"Hinterland Spiny Crayfish, Hinterland Crayfish",Critically Endangered,Invertebrates,1
Orange-bellied Crayfish,Endangered,Invertebrates,2
"Monteith's Crayfish, Monteith's Spiny Crayfish",Endangered,Invertebrates,1
Morgan's Crayfish,Critically Endangered,Invertebrates,1
Many-bristled Crayfish,Endangered,Invertebrates,1
Riek's Crayfish,Endangered,Invertebrates,2
"Robert's Crayfish, Robert's Spiny Crayfish",Endangered,Invertebrates,1
"Simple Crayfish, Small Mountain Crayfish",Endangered,Invertebrates,1
"Coughran's Crayfish, Arte Spiny Crayfish",Endangered,Invertebrates,1
Small Crayfish,Endangered,Invertebrates,1
Sutton's Crayfish,Endangered,Invertebrates,2
Maleny Crayfish,Endangered,Invertebrates,1
Cudgegong Giant Spiny Crayfish,Critically Endangered,Invertebrates,1
"Cardwell Crayfish, Cardwell Hairy Crayfish",Critically Endangered,Invertebrates,1
Southern Right Whale,Endangered,Mammals,6
Badgingarra Box,Endangered,Plants,1
Black Gum,Vulnerable,Plants,3
Lima Stringybark,Endangered,Plants,1
a stringybark,Vulnerable,Plants,1
"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Critically Endangered,Plants,1
"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Vulnerable,Plants,1
"Yanchep Mallee, Wabling Hill Mallee",Vulnerable,Plants,1
Ponton Creek Mallee,Vulnerable,Plants,1
Bean's Ironbark,Vulnerable,Plants,1
Beard's Mallee,Vulnerable,Plants,1
"Camden White Gum, Nepean River Gum",Critically Endangered,Plants,1
"Bolivia Stringybark, Bolivia Hill Stringybark",Critically Endangered,Plants,1
Mukinbudin Mallee,Endangered,Plants,1
-,Endangered,Plants,1
Burdett Gum,Endangered,Plants,1
Warby Range Swamp Gum,Vulnerable,Plants,1
Ovenden's Ironbark,Vulnerable,Plants,1
Camfield's Stringybark,Vulnerable,Plants,1
"Silver-leaf Candlebark, Mt Canobolas Candlebark",Endangered,Plants,1
Seppelt Range Gum,Vulnerable,Plants,1
Swamp Stringybark,Endangered,Plants,1
-,Endangered,Plants,1
Crowned Mallee,Vulnerable,Plants,1
"Silver Gum, Buxton Gum",Endangered,Plants,1
Yandanooka Mallee,Vulnerable,Plants,1
Silver Mallee,Vulnerable,Plants,1
Paynes Find Mallee,Endangered,Plants,1
Mallee Box,Endangered,Plants,1
Dalveen Blue Box,Critically Endangered,Plants,1
"Dandaragan Mallee, Mount Misery Mallee",Endangered,Plants,1
Brumby Sallee,Endangered,Plants,2
Slaty Red Gum,Vulnerable,Plants,2
Miena Cider Gum,Endangered,Plants,1
Goodwood Gum,Vulnerable,Plants,1
"Imlay Mallee, Mount Imlay Mallee",Critically Endangered,Plants,1
Eneabba Mallee,Endangered,Plants,1
Durikai Mallee,Vulnerable,Plants,1
Twin Peak Island Mallee,Endangered,Plants,1
Johnson's Mallee,Vulnerable,Plants,1
Mount Beerwah Mallee,Vulnerable,Plants,1
Araluen Gum,Vulnerable,Plants,1
"Albatross Mallee, Green Mallee Ash",Vulnerable,Plants,1
Craven Grey Box,Endangered,Plants,1
Laterite Mallee,Vulnerable,Plants,1
"Scaly Butt Mallee, Scaly-butt Mallee",Endangered,Plants,1
"Camden Woollybutt, Paddys River Box",Endangered,Plants,1
McKie's Stringybark,Vulnerable,Plants,1
Goblet Mallee,Vulnerable,Plants,1
"Mountain White Gum,  King Leopold Range Mallee, Moore's Gum",Vulnerable,Plants,1
"Morrisby's Gum, Morrisbys Gum",Critically Endangered,Plants,1
"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Vulnerable,Plants,1
Mt Isa Mallee,Endangered,Plants,1
Banyabba Shiny-barked Gum,Endangered,Plants,1
Mt Stuart Ironbark,Vulnerable,Plants,1
Wadbilliga Ash,Critically Endangered,Plants,1
"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Endangered,Plants,1
"Earp's Gum, Earp's Dirty Gum",Vulnerable,Plants,1
Small-leaved Gum,Vulnerable,Plants,1
Brumby Mallee-gum,Critically Endangered,Plants,1
Jimberlana Mallee,Vulnerable,Plants,1
"Midlands Gum, Jingymia Gum",Endangered,Plants,1
"Silver-leaved Mountain Gum, Silver-leaved Gum",Vulnerable,Plants,1
Pokolbin Mallee,Vulnerable,Plants,1
Black Ironbox,Vulnerable,Plants,1
Silver Mallet,Endangered,Plants,1
Mongarlowe Mallee,Critically Endangered,Plants,1
Rose Mallee,Vulnerable,Plants,1
Robertson's Peppermint,Vulnerable,Plants,1
Blackbutt Candlebark,Vulnerable,Plants,1
"Wallangarra White Gum, Willow Gum",Vulnerable,Plants,2
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Steedmans Gum,Vulnerable,Plants,1
Jillaga Ash,Endangered,Plants,1
Strzelecki Gum,Vulnerable,Plants,1
Ettrema Mallee,Endangered,Plants,1
"Cork Mallee, Mount Lesueur Mallee",Vulnerable,Plants,1
Jingymia Mallee,Vulnerable,Plants,1
Helidon Ironbark,Endangered,Plants,1
Square-fruited Ironbark,Vulnerable,Plants,1
-,Vulnerable,Plants,1
"Cadda Road Mallee, Cadda Mallee",Endangered,Plants,1
Meelup Mallee,Endangered,Plants,1
-,Vulnerable,Plants,1
Alpine Water Skink,Vulnerable,Reptiles,3
Blue Mountains Water Skink,Endangered,Reptiles,1
"Corangamite Water Skink, Dreeite Water Skink",Endangered,Reptiles,1
-,Vulnerable,Plants,1
Norfolk Island Euphorbia,Critically Endangered,Plants,0
a herb,Vulnerable,Plants,1
Shiny Cliff Eyebright,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
"Lamington Eyebright, Mt. Merino Eyebright",Vulnerable,Plants,2
-,Vulnerable,Plants,1
"Purple Eyebright, Mueller's Eyebright",Endangered,Plants,3
Osborn's Eyebright,Endangered,Plants,1
Thick Eyebright,Vulnerable,Plants,1
Bogong Eyebright,Vulnerable,Plants,1
"Shy Eyebright, Southport Eyebright",Critically Endangered,Plants,1
Swamp Eyebright,Critically Endangered,Plants,1
"Bufton's Eyebright, Hairy Cliff Eyebright",Vulnerable,Plants,1
subshrub,Extinct,Plants,1
Peninsula Eyebright,Endangered,Plants,1
"Masked Eyebright, Masked Cliff Eyebright",Endangered,Plants,1
Grey Falcon,Vulnerable,Birds,7
"Crested Shrike-tit (northern), Northern Shrike-tit",Vulnerable,Birds,2
-,Endangered,Plants,1
"Ball Nut, Possum Nut, Big Nut, Beefwood",Vulnerable,Plants,2
Southern Fontainea,Vulnerable,Plants,2
Coastal Fontainea,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
Silky Frankenia,Endangered,Plants,1
Decurrent-leaved Frankenia,Extinct,Plants,1
Short-leaved Frankenia,Endangered,Plants,1
-,Endangered,Plants,1
"Christmas Island Frigatebird, Andrew's Frigatebird",Endangered,Birds,0
"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Vulnerable,Birds,4
Dunmall's Snake,Vulnerable,Reptiles,2
Western Victorian Blackfish,Endangered,Fish,1
East Gippsland Galaxias,Critically Endangered,Fish,1
Golden Galaxias,Endangered,Fish,1
Short-tail Galaxias,Critically Endangered,Fish,1
Swan Galaxias,Endangered,Fish,1
Barred Galaxias,Endangered,Fish,1
Shaw Galaxias,Critically Endangered,Fish,1
Clarence Galaxias,Endangered,Fish,1
Tapered Galaxias,Critically Endangered,Fish,1
West Gippsland Galaxias,Critically Endangered,Fish,1
McDowall's Galaxias,Critically Endangered,Fish,1
Dargo Galaxias,Critically Endangered,Fish,1
Swamp Galaxias,Vulnerable,Fish,1
"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",Critically Endangered,Fish,3
"Hunter Galaxias, Hunter Upland Galaxias",Critically Endangered,Fish,1
Moroka Galaxias,Critically Endangered,Fish,1
Morwell Galaxias,Critically Endangered,Fish,1
Yalmy Galaxias,Critically Endangered,Fish,1
Kosciuszko Galaxias,Critically Endangered,Fish,1
Stocky Galaxias,Critically Endangered,Fish,1
Saddled Galaxias,Vulnerable,Fish,1
Roundsnout Galaxias,Endangered,Fish,2
Western Trout Minnow,Endangered,Fish,1
"Western Dwarf Galaxias, Western Mud Minnow",Vulnerable,Fish,1
"Blackstriped Dwarf Galaxias, Black-stripe Minnow",Endangered,Fish,1
"Eastern Dwarf Galaxias, Dwarf Galaxias",Endangered,Fish,2
Subantarctic Bedstraw,Critically Endangered,Plants,1
"Latham's Snipe, Japanese Snipe",Vulnerable,Birds,6
-,Endangered,Plants,1
Hann Gardenia,Vulnerable,Plants,1
Scale-leaf Poison,Vulnerable,Plants,1
Metricup Pea,Critically Endangered,Plants,1
Bodallin Poison,Critically Endangered,Plants,1
"Spike Poison, Wongan Poison",Endangered,Plants,1
Granite Poison,Endangered,Plants,1
Hook-point Poison,Endangered,Plants,1
-,Endangered,Plants,1
Cranbrook Pea,Vulnerable,Plants,1
Yellow-leafed Gastrolobium,Critically Endangered,Plants,1
Broad-leaved Gastrolobium,Vulnerable,Plants,1
Butterfly-leaved Gastrolobium,Endangered,Plants,1
-,Critically Endangered,Plants,1
Green Waxberry,Endangered,Plants,2
-,Endangered,Plants,1
"Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchid",Endangered,Plants,1
"Plumed Midge-orchid, Tallong Midge Orchid",Endangered,Plants,1
Pambula Midge-orchid,Endangered,Plants,1
Cardwell Midge Orchid,Endangered,Plants,1
East Lynne Midge-orchid,Vulnerable,Plants,1
Baeuerlen's Gentian,Critically Endangered,Plants,2
Bredbo Gentian,Critically Endangered,Plants,1
Wingecarribee Gentian,Endangered,Plants,1
New England Gentian,Critically Endangered,Plants,1
"White-bellied Frog, Creek Frog",Critically Endangered,Frogs,1
Orange-bellied Frog,Vulnerable,Frogs,1
Squatter Pigeon (southern),Vulnerable,Birds,2
Partridge Pigeon (western),Vulnerable,Birds,1
Partridge Pigeon (eastern),Vulnerable,Birds,2
-,Vulnerable,Plants,1
"Lord Howe Gerygone, Lord Howe Warbler",Extinct,Birds,1
"Mountain Angelica, Broad-leafed Carrot",Endangered,Plants,1
Nangetty Grass,Endangered,Plants,1
"Clover Glycine, Purple Clover",Vulnerable,Plants,4
"Northern River Shark, New Guinea River Shark",Endangered,Fish,2
Speartooth Shark,Critically Endangered,Fish,2
-,Endangered,Plants,1
Gypsum Goodenia,Vulnerable,Plants,1
-,Vulnerable,Plants,1
"Sweet Myrtle, Small-leaved Myrtle",Endangered,Plants,2
Angle-stemmed Myrtle,Endangered,Plants,1
"Western Woolly Cyphanthera, Western Cyphanthera",Endangered,Plants,1
Painted Honeyeater,Vulnerable,Birds,6
"Holly-leaved Graptophyllum, Mt Blackwood Holly",Vulnerable,Plants,1
Veiny Graptophyllum,Endangered,Plants,1
Bog Grevillea,Endangered,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Mt Lesueur Grevillea,Endangered,Plants,1
Beadle's Grevillea,Endangered,Plants,1
Enfield Grevillea,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Large-flowered Short-styled Grevillea,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Burrowa Grevillea,Critically Endangered,Plants,1
Caley's Grevillea,Critically Endangered,Plants,1
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Endangered,Plants,1
"Colquhoun Grevillea, Nowa Nowa Grevillea",Vulnerable,Plants,1
Christine's Grevillea,Endangered,Plants,1
a shrub,Endangered,Plants,1
Curved-leaf Grevillea,Endangered,Plants,1
Narrow curved-leaf Grevillea,Endangered,Plants,1
Phalanx Grevillea,Endangered,Plants,1
Hairy Phalanx Grevillea,Endangered,Plants,1
Ironstone Grevillea,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Zig Zag Grevillea,Vulnerable,Plants,1
"Drooping Grevillea, Ben Major Grevillea",Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Endangered,Plants,1
Coochin Hills Grevillea,Critically Endangered,Plants,1
Spreading Grevillea,Endangered,Plants,1
Wee Jasper Grevillea,Endangered,Plants,1
Anglesea Grevillea,Vulnerable,Plants,1
Fan-leaf Grevillea,Endangered,Plants,1
Lake Varley Grevillea,Endangered,Plants,1
"Pine Mountain Grevillea, Green Grevillea",Endangered,Plants,1
Flame Spider-flower,Vulnerable,Plants,2
McCutcheon's Grevillea,Endangered,Plants,1
-,Endangered,Plants,1
Maxwell's Grevillea,Endangered,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
Langi Ghiran Grevillea,Vulnerable,Plants,1
-,Endangered,Plants,1
Grey Grevillea,Endangered,Plants,1
Small-flower Grevillea,Vulnerable,Plants,1
Pythara Grevillea,Endangered,Plants,1
-,Vulnerable,Plants,2
Rare Grevillea,Endangered,Plants,1
-,Vulnerable,Plants,1
-,Endangered,Plants,1
Carrington Falls Grevillea,Critically Endangered,Plants,1
Corrigin Grevillea,Endangered,Plants,1
Black Grevillea,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Spider Net Grevillea,Critically Endangered,Plants,1
"Mt Finke Grevillea, Scarlet Grevillea",Vulnerable,Plants,1
Tumut Grevillea,Critically Endangered,Plants,1
Magnificent Helicarionid Land Snail,Critically Endangered,Invertebrates,1
-,Critically Endangered,Plants,1
Leadbeater's Possum,Critically Endangered,Mammals,1
Net-veined Gyrostemon,Critically Endangered,Plants,1
Whiskered Rein Orchid,Endangered,Plants,1
Column Hakea,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Kowmung Hakea,Critically Endangered,Plants,1
"Gnarled Corkbark, Fraser's Hakea",Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Endangered,Plants,2
