name,status,taxa,state_count
"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",Vulnerable,Mammals,1
"Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",Endangered,Mammals,3
"Davies' Waxflower, St Helens Waxflower",Critically Endangered,Plants,1
Mt Berryman Phebalium,Endangered,Plants,1
Rusty Desert Phebalium,Vulnerable,Plants,2
Lowan Phebalium,Vulnerable,Plants,2
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
Dwarf Mountain Pine,Critically Endangered,Invertebrates,1
Baw Baw Frog,Critically Endangered,Frogs,1
Mount Ballow Mountain Frog,Endangered,Frogs,2
Mountain Frog,Endangered,Frogs,2
Pugh's Sphagnum Frog,Endangered,Frogs,1
Richmond Range Sphagnum Frog,Endangered,Frogs,1
Sphagnum Frog,Vulnerable,Frogs,1
White-flowered Philotheca,Endangered,Plants,1
Sickle-leaved Waxflower,Critically Endangered,Plants,1
Freycinet Waxflower,Endangered,Plants,1
Mountain Wax-flower,Vulnerable,Plants,2
-,Vulnerable,Plants,1
Wongan Eriostemon,Endangered,Plants,1
Keeled Tassel-fern,Endangered,Plants,1
Blue Tassel-fern,Endangered,Plants,1
Rat's Tail Tassel-fern,Endangered,Plants,1
-,Vulnerable,Plants,1
Water Tassel-fern,Vulnerable,Plants,1
"Rock Tassel-fern, Water Tassel-fern",Critically Endangered,Plants,1
Square Tassel Fern,Vulnerable,Plants,1
Sooty Albatross,Vulnerable,Birds,6
Norfolk Island Phreatia,Critically Endangered,Plants,0
White Lace Orchid,Endangered,Plants,0
Pink Underwing Moth,Endangered,Invertebrates,2
Dwarf Phyllota,Vulnerable,Plants,1
Ringed Thin-tail Gecko,Endangered,Reptiles,1
Gulbaru Gecko,Critically Endangered,Reptiles,1
Oakview Leaf-tailed Gecko,Critically Endangered,Reptiles,1
Pinnacles Leaf-tailed Gecko,Critically Endangered,Reptiles,1
Hawkweed,Vulnerable,Plants,2
Bungonia Rice-flower,Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Grampians Rice-flower,Vulnerable,Plants,1
Spiked Rice-flower,Endangered,Plants,1
Wimmera Rice-flower,Critically Endangered,Plants,1
"Plains Rice-flower, Spiny Rice-flower, Prickly Pimelea",Critically Endangered,Plants,1
Bolivia Hill Rice-flower,Endangered,Plants,1
Christmas Island Pipistrelle,Extinct,Mammals,0
Oleander,Vulnerable,Plants,0
Big Banana Pittosporum,Critically Endangered,Plants,1
Mt Augustus Foxglove,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
"Lord Howe Flax Snail, Lord Howe Placostylus",Endangered,Invertebrates,1
Bastard Ironwood,Endangered,Plants,0
"Shiny-leaved Condoo, Black Plum, Wild Apple",Endangered,Plants,1
Green Rosella (King Island),Vulnerable,Birds,1
Kangaroo Island Crimson Rosella,Vulnerable,Birds,1
-,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
"Nightcap Plectranthus, Silver Plectranthus",Endangered,Plants,2
-,Endangered,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
Silver Candles,Vulnerable,Plants,1
Budawangs Wallaby-grass,Critically Endangered,Plants,1
Grey Plover,Vulnerable,Birds,7
fern,Critically Endangered,Plants,0
Salt-lake Tussock-grass,Vulnerable,Plants,1
Southern Black-throated Finch,Endangered,Birds,2
-,Vulnerable,Plants,1
Middle Filmy Fern,Endangered,Plants,1
-,Vulnerable,Plants,1
Rock Shield Fern,Endangered,Plants,1
"Princess Parrot, Alexandra's Parrot",Vulnerable,Birds,3
Regent Parrot (eastern),Vulnerable,Birds,3
Superb Parrot,Vulnerable,Birds,3
"Rufous Pomaderris, Brown Pomaderris",Vulnerable,Plants,2
-,Vulnerable,Plants,1
-,Endangered,Plants,1
Cotoneaster Pomaderris,Endangered,Plants,2
-,Critically Endangered,Plants,1
Grey Deua Pomaderris,Critically Endangered,Plants,1
-,Endangered,Plants,1
Kangaroo Island Pomaderris,Vulnerable,Plants,1
Pale Pomaderris,Vulnerable,Plants,2
Parris' Pomaderris,Vulnerable,Plants,1
Moleskin Dogwood,Vulnerable,Plants,1
Denman Pomaderris,Critically Endangered,Plants,1
Bent Pomaderris,Critically Endangered,Plants,2
Concave Pomaderris,Vulnerable,Plants,1
Round-leaf Pomaderris,Critically Endangered,Plants,1
Carrington Falls Pomaderris,Critically Endangered,Plants,1
Dural Land Snail,Endangered,Invertebrates,1
Mountain Poranthera,Vulnerable,Plants,1
White Gallinule,Extinct,Birds,1
"Gilbert's Potoroo, Ngilkat",Critically Endangered,Mammals,1
Long-footed Potoroo,Endangered,Mammals,2
"Broad-faced Potoroo, Moda",Extinct,Mammals,1
Long-nosed Potoroo (northern),Vulnerable,Mammals,2
Long-nosed Potoroo (southern mainland),Vulnerable,Mammals,3
Jervis Bay Leek Orchid,Endangered,Plants,1
Dainty Leek-orchid,Endangered,Plants,1
Tapered Leek-orchid,Endangered,Plants,1
Three Hummock Leek-orchid,Critically Endangered,Plants,1
Bago Leek-orchid,Critically Endangered,Plants,1
Chestnut Leek-orchid,Critically Endangered,Plants,1
Lilac Leek-orchid,Vulnerable,Plants,1
Gaping Leek-orchid,Endangered,Plants,1
Crowded Leek-Orchid,Endangered,Plants,1
Gorae Leek-orchid,Endangered,Plants,1
Western Leek-orchid,Critically Endangered,Plants,1
"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,Plants,2
"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Plants,1
Goldsack's Leek-orchid,Endangered,Plants,1
Golfers Leek-orchid,Critically Endangered,Plants,1
Brandy Marys Leek-orchid,Critically Endangered,Plants,1
Kelton's Leek-orchid,Critically Endangered,Plants,1
Lax Leek Orchid,Critically Endangered,Plants,1
Marsh Leek-orchid,Critically Endangered,Plants,1
Coastal Leek Orchid,Critically Endangered,Plants,2
Milford Leek-orchid,Critically Endangered,Plants,1
"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Plants,2
Fleurieu Leek Orchid,Critically Endangered,Plants,1
Pungent Leek-orchid,Critically Endangered,Plants,1
Pale Leek-orchid,Vulnerable,Plants,2
Knocklofty Leek-orchid,Critically Endangered,Plants,1
Tarengo Leek Orchid,Endangered,Plants,2
Plum Leek-orchid,Endangered,Plants,1
Pretty Leek-orchid,Critically Endangered,Plants,1
Robust Leek-orchid,Critically Endangered,Plants,1
Northern Leek-orchid,Endangered,Plants,1
a leek-orchid,Critically Endangered,Plants,1
Dense Leek-orchid,Vulnerable,Plants,2
Ben Lomond Leek-orchid,Critically Endangered,Plants,1
Fragrant Leek-orchid,Endangered,Plants,1
Pomonal Leek-orchid,Endangered,Plants,1
Graveside Leek-orchid,Critically Endangered,Plants,1
Tunbridge Leek-orchid,Endangered,Plants,1
Shelley Leek Orchid,Critically Endangered,Plants,1
"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Plants,2
Wallum Leek-orchid,Vulnerable,Plants,1
"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Fish,3
"Largetooth Sawfish, Freshwater Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Endangered,Fish,3
"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Fish,4
Palm Cockatoo (Australian),Vulnerable,Birds,1
a beetle,Critically Endangered,Invertebrates,1
-,Critically Endangered,Plants,1
"Tranquillity Mintbush, Tranquility Mintbush",Endangered,Plants,1
"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Wollemi Mint-bush,Vulnerable,Plants,1
Villous Mintbush,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Monarto Mintbush,Endangered,Plants,1
Wellington Mintbush,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Somersby Mintbush,Endangered,Plants,1
Seaforth Mintbush,Critically Endangered,Plants,1
Mount Illbilie Mintbush,Vulnerable,Plants,1
Swamp Mint-bush,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
a mint-bush,Critically Endangered,Plants,1
Mount Vincent Mintbush,Vulnerable,Plants,1
-,Endangered,Plants,1
Australian Grayling,Vulnerable,Fish,4
"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Endangered,Birds,1
Paradise Parrot,Extinct,Birds,2
"Alpine Bog Skink, Alpine Bog-skink",Endangered,Reptiles,2
"Glossy Grass Skink, Swampland Cool-skink, Rawlinson's Window-eyed Skink",Vulnerable,Reptiles,5
Western Swamp Tortoise,Critically Endangered,Reptiles,1
Alpine Leafy Liverwort,Vulnerable,Invertebrates,2
Mount Lidgbird Charopid Land Snail,Critically Endangered,Invertebrates,1
Whitelegge's Land Snail,Critically Endangered,Invertebrates,1
"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Mammals,1
Banksia montana mealybug,Critically Endangered,Invertebrates,1
"Honey Blue Eye, Honey Blue-eye",Endangered,Fish,1
Long-eared Mouse,Extinct,Mammals,2
"Plains Rat, Palyoora, Plains Mouse",Vulnerable,Mammals,5
"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Mammals,3
"Smoky Mouse, Konoom",Endangered,Mammals,4
Blue-grey Mouse,Extinct,Mammals,2
"Gould's Mouse, Koontin",Extinct,Mammals,5
"New Holland Mouse, Pookila",Vulnerable,Mammals,5
"Hastings River Mouse, Koontoo",Endangered,Mammals,2
"Pilliga Mouse, Poolkoo",Vulnerable,Mammals,1
"Heath Mouse, Dayang, Heath Rat",Endangered,Mammals,3
Southern Corroboree Frog,Critically Endangered,Frogs,1
Magnificent Brood Frog,Vulnerable,Frogs,1
Northern Corroboree Frog,Critically Endangered,Frogs,2
Mallee Whipbird,Endangered,Birds,2
Western Whipbird (Kangaroo Island),Endangered,Birds,1
Western Heath Whipbird,Endangered,Birds,1
King's Brakefern,Endangered,Plants,0
Netted Brakefern,Endangered,Plants,0
Herald Petrel,Critically Endangered,Birds,1
"Gould's Petrel, Australian Gould's Petrel",Endangered,Birds,5
Soft-plumaged Petrel,Vulnerable,Birds,4
Kermadec Petrel (western),Vulnerable,Birds,2
"Percy Island Flying-fox, Dusky Fruit Bat",Extinct,Mammals,1
Spectacled Flying-fox,Endangered,Mammals,1
"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,Mammals,0
Grey-headed Flying-fox,Vulnerable,Mammals,5
Sandhill Greenhood Orchid,Vulnerable,Plants,1
Basalt Greenhood,Endangered,Plants,1
-,Vulnerable,Plants,2
Hindmarsh Valley Greenhood,Critically Endangered,Plants,1
Floodplain Rustyhood,Vulnerable,Plants,1
Green-striped Greenhood,Vulnerable,Plants,2
Midland Greenhood,Critically Endangered,Plants,1
Leafy Greenhood,Vulnerable,Plants,3
Lowly Greenhood,Endangered,Plants,3
"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Plants,1
Halbury Greenhood,Endangered,Plants,1
Metcalfe's Greenhood,Endangered,Plants,1
Nodding Rufoushood,Vulnerable,Plants,1
"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Plants,3
Liawenee Greenhood,Vulnerable,Plants,1
Two-bristle Greenhood,Critically Endangered,Plants,1
Pretty Greenhood,Vulnerable,Plants,1
Arthur River Greenhood,Endangered,Plants,1
Sydney Plains Greenhood,Endangered,Plants,1
"Northampton Midget Greenhood, Western Swan Greenhood",Endangered,Plants,1
"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,Plants,1
Hale Dwarf Greenhood,Endangered,Plants,1
"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Plants,2
Robust Greenhood,Critically Endangered,Plants,1
Halbury Rustyhood,Critically Endangered,Plants,1
Fleshy Greenhood,Critically Endangered,Plants,1
Enigmatic Greenhood,Endangered,Plants,1
Desert Greenhood,Vulnerable,Plants,2
"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Plants,1
Ironstone Mulla Mulla,Vulnerable,Plants,1
-,Endangered,Plants,1
Pyramid Mulla-mulla,Critically Endangered,Plants,1
-,Endangered,Plants,1
Dwarf Pea,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Budawangs Bush-pea,Endangered,Plants,1
Elusive Bush-pea,Endangered,Plants,1
"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Plants,1
Beyeria Bush-pea,Critically Endangered,Plants,1
Maiden's Bush-pea,Extinct,Plants,1
-,Vulnerable,Plants,2
-,Vulnerable,Plants,1
Narrogin Pea,Vulnerable,Plants,1
-,Vulnerable,Plants,1
"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,Plants,1
Tufted Bush-pea,Endangered,Plants,1
"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Plants,1
Williamsons Bush-pea,Vulnerable,Plants,1
Pilotbird,Vulnerable,Birds,3
Stoddart's Helicarionid Land Snail,Critically Endangered,Invertebrates,0
"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Reptiles,0
Spiny Gardenia,Endangered,Plants,2
Anemone Buttercup,Vulnerable,Plants,1
"Midlands Buttercup, Tunbridge Buttercup",Endangered,Plants,1
"Maclear's Rat, Christmas Island Rat",Extinct,Mammals,0
"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,Mammals,0
Reedia,Critically Endangered,Plants,1
Wongan Rhagodia,Vulnerable,Plants,1
-,Vulnerable,Plants,2
"Austral Cornflower, Native Thistle",Vulnerable,Plants,3
Southern Gastric-brooding Frog,Extinct,Frogs,1
"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Frogs,1
"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Endangered,Reptiles,1
Whale Shark,Vulnerable,Fish,6
-,Vulnerable,Plants,1
"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat, Lesser Large-eared Horseshoe Bat",Vulnerable,Mammals,1
Pilbara Leaf-nosed Bat,Vulnerable,Mammals,1
"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,Birds,1
"Western Underground Orchid, Underground Orchid",Critically Endangered,Plants,1
South Coast Underground Orchid,Critically Endangered,Plants,1
Eastern Underground Orchid,Endangered,Plants,1
Narrow-leaved Malletwood,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Smooth Scrub Turpentine,Critically Endangered,Plants,2
"Scrub Turpentine, Brown Malletwood",Critically Endangered,Plants,2
Iron Malletwood,Endangered,Plants,1
White Malletwood,Endangered,Plants,1
Native Guava,Critically Endangered,Plants,2
-,Endangered,Plants,1
Glory of the Centre,Vulnerable,Plants,1
Barrens Wedding Bush,Endangered,Plants,1
Mount Donna Buang Wingless Stonefly,Critically Endangered,Invertebrates,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Australian Painted Snipe,Endangered,Birds,7
Saltmat,Endangered,Plants,1
Heath Wrinklewort,Vulnerable,Plants,1
Monaro Golden Daisy,Vulnerable,Plants,1
Button Wrinklewort,Endangered,Plants,3
Feldmark Grass,Vulnerable,Plants,1
"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,Mammals,3
Tasmanian Pearlwort,Endangered,Plants,1
Cape Melville Leaf-tail Gecko,Critically Endangered,Reptiles,1
Kate's Leaf-tail Gecko,Endangered,Reptiles,1
"New England Leaf-tailed Gecko, Moritz's Leaf-tailed Gecko",Endangered,Reptiles,1
Granite Leaf-tailed Gecko,Endangered,Reptiles,2
Quassia,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
Fern-leaf Baeckea,Vulnerable,Plants,1
a shrub,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Ravine Orchid,Vulnerable,Plants,2
"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Plants,2
-,Vulnerable,Plants,1
"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Plants,2
Tasmanian Devil,Endangered,Mammals,1
Large-flowered Scaevola,Critically Endangered,Plants,1
"Redfin Blue Eye, Redfin Blue-eye",Endangered,Fish,1
Mingenew Everlasting,Endangered,Plants,1
-,Vulnerable,Plants,1
Turnip Copperburr,Endangered,Plants,2
-,Vulnerable,Plants,1
Tallebudgera spikemoss,Vulnerable,Plants,2
a land snail,Endangered,Invertebrates,1
a daisy,Vulnerable,Plants,0
"Stiff Groundsel, Behr's Groundsel",Endangered,Plants,3
a daisy,Endangered,Plants,0
Grey Groundsel,Extinct,Plants,4
a daisy,Vulnerable,Plants,0
"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Plants,4
Superb Groundsel,Vulnerable,Plants,1
"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Plants,3
Fringed Fire-bush,Critically Endangered,Plants,1
Quokka,Vulnerable,Mammals,1
Bednall's Land Snail,Endangered,Invertebrates,1
Butler's Dunnart,Vulnerable,Mammals,2
Julia Creek Dunnart,Vulnerable,Mammals,1
Kangaroo Island Dunnart,Endangered,Mammals,1
Sandhill Dunnart,Endangered,Mammals,3
Bridal Flower,Extinct,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Granite Nightshade,Endangered,Plants,1
-,Endangered,Plants,1
Menindee Nightshade,Vulnerable,Plants,3
Capella Potato Bush,Critically Endangered,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,2
Australian Humpback Dolphin,Vulnerable,Mammals,4
Grampians Globe-pea,Critically Endangered,Plants,1
Mountain Paper-heath,Endangered,Plants,1
Sunset Frog,Vulnerable,Frogs,1
Spiral Bush,Endangered,Plants,1
a grass,Endangered,Plants,1
Tiny Spyridium,Endangered,Plants,2
Butterfly Spyridium,Vulnerable,Plants,1
MacGillivray Spyridium,Vulnerable,Plants,1
Woods Well Spyridium,Critically Endangered,Plants,1
Forked Spyridium,Endangered,Plants,1
Small-leaf Spyridium,Endangered,Plants,1
Creeping Dusty Miller,Vulnerable,Plants,1
Three-flowered Stachystemon,Vulnerable,Plants,1
"Annual Stackhousia, Annual Candles",Vulnerable,Plants,2
"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",Endangered,Birds,1
Diamond Firetail,Vulnerable,Birds,5
"Spreading Stenanthemum, Propellor Plant",Vulnerable,Plants,1
"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Birds,1
Antarctic Tern (Indian Ocean),Vulnerable,Birds,0
Little Tern,Vulnerable,Birds,7
Australian Fairy Tern,Vulnerable,Birds,5
Opal Cling Goby,Critically Endangered,Fish,1
Kangaroo Island Southern Emu-wren,Endangered,Birds,1
"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Birds,1
"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",Endangered,Birds,1
Mallee Emu-wren,Endangered,Birds,2
Clubmoss Bush-pea,Endangered,Plants,1
"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Plants,0
Black Currawong (King Island),Vulnerable,Birds,1
"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Birds,1
Arnhem Phasmid Gecko,Vulnerable,Reptiles,1
-,Critically Endangered,Plants,1
Flat-leaved Triggerplant,Critically Endangered,Plants,1
Asymmetric Triggerplant,Endangered,Plants,1
-,Endangered,Plants,1
"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Plants,1
a triggerplant,Endangered,Plants,1
Yellow Mountain Triggerplant,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Endangered,Plants,1
"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Plants,4
"Red Darling-pea, Red Swainson-pea",Vulnerable,Plants,2
Yellow Swainson-pea,Vulnerable,Plants,3
"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Plants,3
Bancrofts Symonanthus,Endangered,Plants,1
"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Plants,2
Quartz-loving Synaphea,Endangered,Plants,1
Selena's Synaphea,Critically Endangered,Plants,1
Club-leafed Synaphea,Critically Endangered,Plants,1
-,Endangered,Plants,1
-,Critically Endangered,Plants,1
Dwellingup Synaphea,Endangered,Plants,1
Golden Sun Moth,Vulnerable,Invertebrates,4
"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Plants,2
"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Plants,2
"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Plants,1
-,Vulnerable,Plants,1
Kangaroo Island Echidna,Endangered,Mammals,1
"Minute Orchid, Ribbon-root Orchid",Vulnerable,Plants,0
"Coast Dandelion, Native Dandelion",Vulnerable,Plants,4
-,Endangered,Plants,1
Fragrant Pepperbush,Vulnerable,Plants,1
"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Frogs,1
"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Frogs,1
Eungella Day Frog,Endangered,Frogs,1
"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Frogs,1
Tinkling Frog,Critically Endangered,Frogs,1
Cave Fern,Endangered,Plants,1
Large-articled Samphire,Vulnerable,Plants,1
"Bead Glasswort, Bead Samphire",Vulnerable,Plants,3
Gibraltar Waratah,Endangered,Plants,1
-,Vulnerable,Plants,1
Southern Tetraria,Vulnerable,Plants,1
Bungalbin Tetratheca,Vulnerable,Plants,1
Granite Tetratheca,Endangered,Plants,1
Cronin's Tetratheca,Extinct,Plants,1
"Shy Pinkbells, Shy Susan",Critically Endangered,Plants,1
Jackson Tetratheca,Vulnerable,Plants,1
Black-eyed Susan,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Paynter's Tetratheca,Endangered,Plants,1
"Buller's Albatross, Pacific Albatross",Vulnerable,Birds,4
"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Birds,4
Indian Yellow-nosed  Albatross,Vulnerable,Birds,4
Shy Albatross,Endangered,Birds,6
Grey-headed Albatross,Endangered,Birds,6
Chatham Albatross,Endangered,Birds,3
"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Birds,6
Black-browed Albatross,Vulnerable,Birds,6
Salvin's Albatross,Vulnerable,Birds,6
White-capped Albatross,Vulnerable,Birds,6
Alpine Stonefly,Endangered,Invertebrates,1
Wyong Sun Orchid,Critically Endangered,Plants,1
"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,Plants,1
Cinnamon Sun Orchid,Endangered,Plants,1
Metallic Sun-orchid,Endangered,Plants,3
Blue Star Sun-orchid,Critically Endangered,Plants,1
Sky-blue Sun-orchid,Endangered,Plants,1
Kangaloon Sun Orchid,Critically Endangered,Plants,1
Brilliant Sun-orchid,Vulnerable,Plants,1
Spiral Sun-orchid,Endangered,Plants,2
Hoary Sun-orchid,Critically Endangered,Plants,2
Sandplain Sun-orchid,Vulnerable,Plants,1
Star Sun-orchid,Endangered,Plants,1
Queen of Sheba,Critically Endangered,Plants,1
Mitchell's Rainforest Snail,Critically Endangered,Invertebrates,1
"Austral Toadflax, Toadflax",Vulnerable,Plants,5
"Eastern Hooded Plover, Eastern Hooded Plover",Vulnerable,Birds,4
-,Endangered,Plants,1
Mt Holland Thomasia,Extinct,Plants,1
Sandplain Thomasia,Vulnerable,Plants,1
Hill Thomasia,Vulnerable,Plants,1
Green Hill Thomasia,Endangered,Plants,1
Mountain Thryptomene,Vulnerable,Plants,2
"Thylacine, Tasmanian Tiger",Extinct,Mammals,1
Red Handfish,Critically Endangered,Fish,1
Myrtle Elbow Orchid,Critically Endangered,Plants,1
"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,Reptiles,1
Northern Blue-tongued Skink,Critically Endangered,Reptiles,3
-,Extinct,Invertebrates,1
Hanging Fork-fern,Vulnerable,Invertebrates,0
-,Endangered,Plants,1
a tree,Endangered,Plants,1
-,Vulnerable,Plants,1
Mountain Trachymene,Endangered,Plants,1
-,Extinct,Plants,1
Granite Pink,Vulnerable,Plants,1
Dwarf Yellow-heads,Vulnerable,Plants,1
Northern Brushtail Possum,Vulnerable,Mammals,2
"Common Greenshank, Greenshank",Endangered,Birds,8
Banksia brownii plant louse,Endangered,Invertebrates,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Nowra Heath-myrtle,Endangered,Plants,1
Antbed Parrot Moth,Endangered,Invertebrates,1
Swan Hydatella,Endangered,Plants,1
Glossy Spice Bush,Endangered,Plants,1
Thin Feather Orchid,Vulnerable,Plants,1
Christmas Island Thrush,Endangered,Birds,0
"Grey-headed Blackbird, Norfolk Island Thrush",Extinct,Birds,0
"Lord Howe Thrush, Vinous-tinted Thrush",Extinct,Birds,1
Black-breasted Button-quail,Vulnerable,Birds,2
Buff-breasted Button-quail,Critically Endangered,Birds,1
Painted Button-quail (Houtman Abrolhos),Endangered,Birds,1
-,Endangered,Plants,2
-,Endangered,Plants,1
-,Endangered,Plants,2
Condamine Earless Dragon,Endangered,Reptiles,1
"Canberra Grassland Earless Dragon, Lined Earless Dragon",Critically Endangered,Reptiles,2
Bathurst Grassland Earless Dragon,Critically Endangered,Reptiles,1
Monaro Grassland Earless Dragon,Endangered,Reptiles,1
Victorian Grassland Earless Dragon,Critically Endangered,Reptiles,1
a herb,Endangered,Plants,1
a herb,Endangered,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
a herb,Endangered,Plants,1
Masked Owl (Tasmanian),Vulnerable,Birds,1
Masked Owl (northern),Vulnerable,Birds,3
"Tiwi Masked Owl, Tiwi Islands Masked Owl",Endangered,Birds,1
Bastard Oak,Vulnerable,Plants,0
"Howard River Toadlet, Davies's Toadlet",Vulnerable,Frogs,1
Mahony's Toadlet,Endangered,Frogs,1
Martin's Toadlet,Endangered,Frogs,2
Peach Myrtle,Endangered,Plants,1
"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",Vulnerable,Reptiles,2
Cape York Vanda,Vulnerable,Plants,1
Bennett's Seaweed,Extinct,Invertebrates,1
"Dwarf Butterfly Orchid, Cooktown Orchid",Endangered,Plants,1
Cooktown Orchid,Vulnerable,Plants,1
Mertens' Water Monitor,Endangered,Reptiles,3
Mitchell's Water Monitor,Critically Endangered,Reptiles,3
-,Vulnerable,Plants,1
Ciliolate Hebe,Vulnerable,Plants,1
Mount Lofty Speedwell,Critically Endangered,Plants,1
-,Endangered,Plants,1
Port Lincoln Speedwell,Endangered,Plants,1
White Featherflower,Endangered,Plants,1
"Hay River Featherflower, Scruffy Verticordia",Critically Endangered,Plants,1
Stirling Range Featherflower,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Long-stalked Featherflower,Endangered,Plants,1
Southern Shy Featherflower,Vulnerable,Plants,1
Shy Featherflower,Endangered,Plants,1
Coast Featherflower,Vulnerable,Plants,1
Hughan's Featherflower,Endangered,Plants,1
"Little Pine Verticordia, Pine-like Featherflower",Endangered,Plants,1
Tufted Plumed Featherflower,Endangered,Plants,1
Vasse Featherflower,Endangered,Plants,1
Scaly-leaved Featherflower,Endangered,Plants,1
Wongan Featherflower,Endangered,Plants,1
Granite Featherflower,Endangered,Plants,1
Dwarf Violet,Endangered,Plants,3
Tonsil Orchid,Endangered,Plants,1
