CommonName,TaxonomicGroup,MaxStatus,State,RegionCentroidLatitude,RegionCentroidLongitude,ManagementCategory,TimeSeriesID
"Austral Cornflower, Native Thistle",Plants,Vulnerable,Queensland,-27.29060711,151.4271932,No management,1381_2_1358_943940_p_18412
"Austral Cornflower, Native Thistle",Plants,Vulnerable,Queensland,-27.29060711,151.4271932,No management,1381_2_1358_943941_p_18412
"Austral Cornflower, Native Thistle",Plants,Vulnerable,Queensland,-27.29060711,151.4271932,No management,1381_2_1358_943942_p_18412
"Bulberin Nut, Bulburin Nut Tree",Plants,Endangered,Queensland,-24.22947123,151.7723377,Unknown,1434_2_2637_949957_p_18954
"Bulberin Nut, Bulburin Nut Tree",Plants,Endangered,Queensland,-24.22947123,151.7723377,Actively managed,1434_2_2637_949958_p_18954
"Bulberin Nut, Bulburin Nut Tree",Plants,Endangered,Queensland,-24.22947123,151.7723377,Actively managed,1434_2_2637_949959_p_18954
"Bulberin Nut, Bulburin Nut Tree",Plants,Endangered,Queensland,-24.22947123,151.7723377,Unknown,1434_2_2637_949960_p_18954
"Bulberin Nut, Bulburin Nut Tree",Plants,Endangered,Queensland,-24.22947123,151.7723377,Unknown,1434_2_2637_949961_p_18954
,Plants,Vulnerable,Queensland,-27.04108243,144.8441333,No management,1379_2_1358_943898_p_19414
,Plants,Vulnerable,Queensland,-27.04108243,144.8441333,No management,1379_2_1358_943899_p_19414
,Plants,Vulnerable,Queensland,-27.04108243,144.8441333,No management,1379_2_1358_943900_p_19414
"Slender Bell-fruit, Camel Poison",Plants,Vulnerable,South Australia,-30.56704355,138.798038,Actively managed,878_2_1311_250543_p_19789
"Slender Bell-fruit, Camel Poison",Plants,Vulnerable,South Australia,-30.56704355,138.798038,Actively managed,878_2_1311_250544_p_19789
"Slender Bell-fruit, Camel Poison",Plants,Vulnerable,South Australia,-30.56704355,138.798038,No management,878_2_1311_250545_p_19789
"Waddy, Waddi, Waddy-wood, Birdsville Wattle",Plants,Vulnerable,Northern Territory,-24.59532144,136.5659338,Actively managed,919_209_1646_251128_p_2039
Phantom Wattle,Plants,Endangered,New South Wales,-36.0760009,148.4682667,Actively managed,1039_90_2019_387418_p_2043
Birds Nest Wattle,Plants,Vulnerable,South Australia,-26.95205403,139.7664607,Actively managed,875_3_1301_250530_p_2049
Birds Nest Wattle,Plants,Vulnerable,South Australia,-26.95205403,139.7664607,Actively managed,875_3_1301_250531_p_2049
Birds Nest Wattle,Plants,Vulnerable,South Australia,-26.95205403,139.7664607,No management,875_3_1301_250532_p_2049
Birds Nest Wattle,Plants,Vulnerable,South Australia,-26.95205403,139.7664607,Actively managed,875_3_1302_250533_p_2049
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369274_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369275_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369276_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369277_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369278_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369279_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369280_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369281_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369282_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369283_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369284_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369285_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369286_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369287_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369288_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369289_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369290_p_2056
"Fat-leaved Wattle, Fat-leaf Wattle",Plants,Endangered,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369291_p_2056
"Onionwood, Bog Onion, Onion Cedar",Plants,Vulnerable,New South Wales,-28.59635014,153.1883811,Unknown,1443_512_2655_952499_p_21063
"Onionwood, Bog Onion, Onion Cedar",Plants,Vulnerable,New South Wales,-28.59635014,153.1883811,Unknown,1443_532_2655_952500_p_21063
"Brindabella Midge-orchid, Ectopic Midge-orchid",Plants,Critically Endangered,Australian Capital Territory,-35.43876199,148.8460307,Unknown,884_3_1325_250745_p_21229
Velvet Wattle,Plants,Vulnerable,New South Wales,-29.47466597,151.3906724,No management,1026_2_1537_257777_p_2131
Velvet Wattle,Plants,Vulnerable,New South Wales,-29.24111411,151.6099142,No management,1026_2_1537_257778_p_2131
Velvet Wattle,Plants,Vulnerable,New South Wales,-30.49557328,151.0729317,Actively managed,1026_2_1537_257779_p_2131
Mittagong Geebung,Plants,Endangered,New South Wales,-34.22528357,150.3223691,Unknown,1452_556_2651_952494_p_21668
Rusty Desert Phebalium,Plants,Vulnerable,New South Wales,-29.24111411,151.6099142,Actively managed,1308_367_2059_397149_p_21890
Rusty Desert Phebalium,Plants,Vulnerable,New South Wales,-29.24111411,151.6099142,Actively managed,1308_367_2059_397150_p_21890
Rusty Desert Phebalium,Plants,Vulnerable,New South Wales,-29.24111411,151.6099142,Actively managed,1308_367_2059_397151_p_21890
Rusty Desert Phebalium,Plants,Vulnerable,New South Wales,-29.24111411,151.6099142,Actively managed,1308_367_2059_397152_p_21890
Rusty Desert Phebalium,Plants,Vulnerable,New South Wales,-29.24111411,151.6099142,Actively managed,1308_367_2059_397153_p_21890
Hawkweed,Plants,Vulnerable,Queensland,-27.29060711,151.4271932,No management,1383_3_1358_943909_p_22191
Hawkweed,Plants,Vulnerable,Queensland,-27.29060711,151.4271932,No management,1383_3_1358_943910_p_22191
,Plants,Critically Endangered,New South Wales,-31.20398431,151.6700563,Actively managed,1309_367_2059_397143_p_22261
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,No management,876_3_1307_250536_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,No management,876_3_1308_250537_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369292_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369295_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369298_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369299_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369301_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369305_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369308_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369310_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369311_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369312_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369313_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369314_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369316_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369317_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369318_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369319_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369320_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369321_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369322_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369324_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,No management,916_2_1535_369325_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,No management,916_2_1535_369326_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369327_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-35.33131139,138.668376,Unknown,916_2_1535_369328_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,No management,916_2_1535_369329_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369330_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369331_p_2228
"Neat Wattle, Resin Wattle (SA)",Plants,Vulnerable,South Australia,-34.75516376,139.9321759,Unknown,916_2_1535_369333_p_2228
Spiked Rice-flower,Plants,Endangered,New South Wales,-33.88508608,150.8078195,Unknown,1449_519_2651_952823_p_22368
Spiked Rice-flower,Plants,Endangered,New South Wales,-33.88508608,150.8078195,Actively managed,1449_519_2651_952824_p_22368
Budawangs Wallaby-grass,Plants,Critically Endangered,New South Wales,-36.53324171,149.7389788,Unknown,1454_529_2672_952522_p_22723
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611600_p_23291
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611601_p_23291
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611604_p_23291
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611605_p_23291
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611606_p_23291
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611607_p_23291
Fleurieu Leek Orchid,Plants,Critically Endangered,South Australia,-35.33131139,138.668376,No management,1251_348_1670_611608_p_23291
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611254_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611255_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611615_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611634_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611635_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611636_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611637_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611638_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611639_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611640_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611710_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611711_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611712_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611713_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611714_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611715_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611716_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611717_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611733_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611734_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611752_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611759_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611760_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611761_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611762_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611763_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611764_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611765_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611766_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611767_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611805_p_23307
Plum Leek-orchid,Plants,Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611806_p_23307
"Tranquillity Mintbush, Tranquility Mintbush",Plants,Endangered,New South Wales,-33.2071383,151.5581067,Unknown,1450_521_2651_952492_p_23411
Villous Mintbush,Plants,Vulnerable,New South Wales,-34.22470711,151.0051801,Unknown,1444_514_2657_952484_p_23433
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611709_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611710_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611711_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611714_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611715_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611716_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611717_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611759_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_611761_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612050_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612051_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612052_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612053_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612054_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612060_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612067_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612068_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612069_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612070_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612071_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612072_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612073_p_23890
Two-bristle Greenhood,Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,No management,1251_348_1670_612074_p_23890
Wittwer's Mountain Bell,Plants,Endangered,Western Australia,-34.23074081,119.1504387,Unknown,900_2_1643_955277_p_24369
Maroon-flowered Daviesia,Plants,Critically Endangered,Western Australia,-34.23074081,119.1504387,Actively managed,900_2_1637_955278_p_24564
Grampians Bitter-pea,Plants,Vulnerable,Victoria,-37.21970708,144.8841341,Unknown,958_2_1897_373317_p_24601
Stirling Range Daviesia,Plants,Critically Endangered,Western Australia,-34.23074081,119.1504387,Actively managed,900_2_1637_955279_p_24678
Matted Flax-lily,Plants,Endangered,Victoria,-37.84704817,143.2517563,Actively managed,1056_2_1345_374004_p_25298
Buttercup Doubletail,Plants,Endangered,New South Wales,-34.0400509,150.0838695,Unknown,954_2_1776_382052_p_26648
Buttercup Doubletail,Plants,Endangered,New South Wales,-34.0400509,150.0838695,Unknown,954_2_1777_382053_p_26648
Buttercup Doubletail,Plants,Endangered,New South Wales,-36.13965496,149.1056612,Unknown,954_2_1778_382054_p_26648
Pale Golden Moths,Plants,Vulnerable,New South Wales,-36.0760009,148.4682667,Actively managed,1284_2_2366_400992_p_26669
Pale Golden Moths,Plants,Vulnerable,New South Wales,-36.0760009,148.4682667,No management,1284_2_2366_400993_p_26669
Glossy Spice Bush,Plants,Endangered,Queensland,-27.20516781,153.3374921,Unknown,1433_2_2635_949935_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.1534329,152.8243086,Unknown,1433_2_2635_949936_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.1534329,152.8243086,Unknown,1433_2_2635_949937_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-25.70346896,152.2774276,Unknown,1433_2_2635_949938_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-25.70346896,152.2774276,Unknown,1433_2_2635_949939_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.20516781,153.3374921,Unknown,1433_2_2635_949940_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-25.10118443,152.8141377,Unknown,1433_2_2635_949941_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.20516781,153.3374921,Unknown,1433_2_2635_949942_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.20516781,153.3374921,Unknown,1433_2_2635_949943_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.20516781,153.3374921,Unknown,1433_2_2635_949944_p_29164
Glossy Spice Bush,Plants,Endangered,Queensland,-27.20516781,153.3374921,Unknown,1433_2_2635_949945_p_29164
Peach Myrtle,Plants,Endangered,New South Wales,-28.59635014,153.1883811,Unknown,1442_510_2653_952506_p_29287
Lake King Eremophila,Plants,Endangered,Western Australia,-33.05792494,119.0261199,Unknown,961_3_1848_269066_p_30220
Lake King Eremophila,Plants,Endangered,Western Australia,-33.05792494,119.0261199,Unknown,961_3_1849_269067_p_30220
"Bomaderry Zieria, Bomaderry Creek Zieria",Plants,Endangered,New South Wales,-34.66180604,150.8782982,Unknown,1441_508_1414_952512_p_30302
,Plants,Critically Endangered,New South Wales,-30.49557328,151.0729317,Unknown,1439_474_1414_952514_p_30342
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276061_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276062_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276063_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276064_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276065_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276066_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276067_p_30544
"Salt Pipewort, Button Grass",Plants,Endangered,New South Wales,-30.72067787,144.0403293,Actively managed,890_1_1337_276068_p_30544
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-33.59852723,138.730096,Unknown,923_3_1656_252168_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-33.59852723,138.730096,Unknown,923_3_1656_252169_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-37.34930962,140.0267898,Unknown,923_3_1656_252170_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-34.88766404,138.7623028,Unknown,923_3_1656_252171_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-33.91392283,137.9381525,Unknown,923_183_1656_252172_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-33.91392283,137.9381525,Unknown,923_3_1656_252173_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-32.48331644,138.2653766,Unknown,923_3_1656_252174_p_3112
"Spiny Everlasting, Spiny Daisy",Plants,Critically Endangered,South Australia,-32.48331644,138.2653766,Unknown,923_3_1656_252175_p_3112
Dungowan Starbush,Plants,Critically Endangered,New South Wales,-30.62260538,150.6901946,Unknown,1244_2_1973_376449_p_3137
Dungowan Starbush,Plants,Critically Endangered,New South Wales,-31.20398431,151.6700563,Unknown,1244_2_1973_376450_p_3137
Dungowan Starbush,Plants,Critically Endangered,New South Wales,-31.20398431,151.6700563,Unknown,1244_2_1973_376451_p_3137
Dungowan Starbush,Plants,Critically Endangered,New South Wales,-31.20398431,151.6700563,Unknown,1244_2_1973_376452_p_3137
,Plants,Endangered,New South Wales,-33.10149856,150.9275559,Actively managed,1278_2_2108_403817_p_3142
,Plants,Critically Endangered,Victoria,-37.67163105,146.4117217,No management,929_2_1670_250616_p_32586
Mongarlowe Mallee,Plants,Critically Endangered,New South Wales,-34.87182416,149.9592602,Unknown,926_2_1535_257499_p_32857
Mongarlowe Mallee,Plants,Critically Endangered,New South Wales,-34.87182416,149.9592602,Unknown,926_2_1535_257500_p_32857
Mongarlowe Mallee,Plants,Critically Endangered,New South Wales,-34.87182416,149.9592602,Unknown,926_2_1535_257501_p_32857
Mongarlowe Mallee,Plants,Critically Endangered,New South Wales,-34.87182416,149.9592602,Unknown,926_2_1535_257502_p_32857
Coastal Fontainea,Plants,Critically Endangered,New South Wales,-29.24588835,153.2593919,Actively managed,1053_298_2056_383657_p_35619
Oval-leaf Adenanthos,Plants,Endangered,Western Australia,-34.23074081,119.1504387,Unknown,900_2_1633_955268_p_3618
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.75995263,152.6081037,Actively managed,930_2_1670_255936_p_38343
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.75995263,152.6081037,Actively managed,930_2_1670_255937_p_38343
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.1534329,152.8243086,Actively managed,930_2_1670_255938_p_38343
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.75995263,152.6081037,Actively managed,930_2_1670_255939_p_38343
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.75995263,152.6081037,Actively managed,930_2_1670_255940_p_38343
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.1534329,152.8243086,No management,930_2_1670_255941_p_38343
Angle-stemmed Myrtle,Plants,Endangered,Queensland,-27.1534329,152.8243086,No management,930_2_1670_255942_p_38343
,Plants,Endangered,Western Australia,-34.15050767,116.6498318,Actively managed,900_2_1631_955280_p_38532
,Plants,Endangered,Western Australia,-34.15050767,116.6498318,Actively managed,900_2_1631_955281_p_38532
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Plants,Critically Endangered,Western Australia,-29.90694164,115.3829825,Actively managed,900_2_1631_955282_p_38710
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Plants,Critically Endangered,Western Australia,-29.90694164,115.3829825,Actively managed,900_2_1631_955283_p_38710
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Plants,Critically Endangered,Western Australia,-29.90694164,115.3829825,No management,900_2_1631_955284_p_38710
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Plants,Critically Endangered,Western Australia,-29.90694164,115.3829825,No management,900_2_1631_955285_p_38710
"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Plants,Critically Endangered,Western Australia,-29.90694164,115.3829825,No management,900_2_1631_955286_p_38710
